time,Fx,Fy,Fz
2.95918,-1120.94,34.8511,648.533
2.95919,-1122.41,34.8075,648.882
2.9592,-1123.49,35.1214,649.336
2.95921,-1124.54,35.7056,649.475
2.95922,-1125.95,35.6358,649.815
2.95923,-1127.23,35.5748,650.338
2.95924,-1128.44,35.6707,650.539
2.95925,-1129.69,35.6707,651.001
2.95926,-1130.9,35.5835,651.446
2.95927,-1132.12,35.3045,651.699
2.95928,-1133.18,35.4527,651.995
2.95929,-1134.23,35.2434,652.178
2.9593,-1135.35,34.9034,652.387
2.95931,-1136.33,34.9121,652.684
2.95932,-1137.36,34.7028,652.815
2.95933,-1138.23,34.6157,653.067
2.95934,-1139.17,34.5459,653.442
2.95935,-1140.18,34.8947,653.364
2.95936,-1141.14,34.5459,653.634
2.95937,-1142.05,34.0315,654.035
2.95938,-1142.8,34.0925,654.218
2.95939,-1143.86,33.6565,654.558
2.9594,-1144.75,33.6827,654.707
2.95941,-1145.42,33.5868,654.977
2.95942,-1146.38,33.9181,655.212
2.95943,-1147.39,34.1012,655.396
2.95944,-1148.11,33.5955,655.657
2.95945,-1148.87,33.7612,655.849
2.95946,-1149.95,34.0402,656.233
2.95947,-1150.59,34.3628,656.451
2.95948,-1151.15,34.2756,656.686
2.95949,-1151.95,34.1187,656.939
2.9595,-1152.91,34.3105,657.009
2.95951,-1153.55,34.6854,657.323
2.95952,-1154.18,34.9557,657.54
2.95953,-1155.15,34.6767,657.976
2.95954,-1155.83,34.729,658.282
2.95955,-1156.51,34.6331,658.29
2.95956,-1157.37,34.4761,658.752
2.95957,-1158.24,34.5895,659.031
2.95958,-1159.01,34.6331,659.154
2.95959,-1159.69,34.7028,659.319
2.9596,-1160.36,34.3366,659.363
2.95961,-1161.24,34.171,659.633
2.95962,-1161.76,34.45,659.947
2.95963,-1162.53,34.3802,660.034
2.95964,-1163.49,34.232,660.182
2.95965,-1164.18,34.1797,660.348
2.95966,-1165.06,33.9007,660.697
2.95967,-1165.77,34.1884,660.941
2.95968,-1166.61,34.0489,660.793
2.95969,-1167.55,33.8309,660.845
2.9597,-1168.22,33.8135,661.185
2.95971,-1168.84,33.3862,661.412
2.95972,-1169.76,33.892,661.473
2.95973,-1170.51,33.7873,661.499
2.95974,-1171.1,33.8135,661.49
2.95975,-1171.63,33.8396,661.612
2.95976,-1172.22,33.456,661.987
2.95977,-1172.83,33.7088,662.284
2.95978,-1173.37,33.6827,662.223
2.95979,-1174.02,33.9094,662.362
2.9598,-1174.56,33.9966,662.493
2.95981,-1175.18,33.6217,662.572
2.95982,-1175.71,33.4909,662.824
2.95983,-1176.12,33.8048,663.121
2.95984,-1176.68,33.6565,663.156
2.95985,-1177.34,33.456,663.042
2.95986,-1177.93,33.2467,663.225
2.95987,-1178.41,33.5693,663.243
2.95988,-1179.01,33.6914,663.304
2.95989,-1179.54,33.4211,663.086
2.9599,-1180.15,33.6304,663.225
2.95991,-1180.96,33.456,663.313
2.95992,-1181.48,33.6478,663.243
2.95993,-1182.16,33.4734,663.487
2.95994,-1182.77,33.2903,663.26
2.95995,-1183.1,33.4298,663.374
2.95996,-1183.85,33.2554,663.548
2.95997,-1184.45,33.4734,663.487
2.95998,-1184.95,33.299,663.4
2.95999,-1185.69,32.8631,663.426
2.96,-1186.18,32.9415,663.417
2.96001,-1186.62,33.02,663.252
2.96002,-1187.34,32.9851,663.348
2.96003,-1187.91,32.7846,663.539
2.96004,-1188.51,32.8369,663.4
2.96005,-1189.12,32.7148,663.243
2.96006,-1189.37,32.4097,663.635
2.96007,-1189.99,32.5666,663.714
2.96008,-1190.52,32.8108,663.653
2.96009,-1191.06,32.1394,663.766
2.9601,-1191.67,31.8429,663.513
2.96011,-1192.16,32.6189,663.548
2.96012,-1192.69,32.6015,663.801
2.96013,-1193.32,32.6277,663.574
2.96014,-1193.84,32.4881,663.513
2.96015,-1194.21,32.7323,663.496
2.96016,-1194.83,33.3165,663.339
2.96017,-1195.12,32.9154,663.435
2.96018,-1195.79,33.0113,663.234
2.96019,-1196.41,33.0898,662.981
2.9602,-1196.79,33.0723,662.955
2.96021,-1197.41,33.4298,662.772
2.96022,-1198.02,33.4996,662.545
2.96023,-1198.64,33.6304,662.484
2.96024,-1199.05,33.5519,662.345
2.96025,-1199.57,33.1944,662.092
2.96026,-1199.93,33.4647,662.083
2.96027,-1200.47,33.4996,661.961
2.96028,-1200.99,32.9764,661.769
2.96029,-1201.45,33.2293,661.682
2.9603,-1202.27,33.3775,661.482
2.96031,-1202.79,33.1159,661.333
2.96032,-1203.31,32.9067,661.386
2.96033,-1203.82,32.802,661.194
2.96034,-1204.3,33.0811,660.871
2.96035,-1204.8,32.6712,660.889
2.96036,-1205.31,32.4881,660.897
2.96037,-1205.85,33.3339,660.836
2.96038,-1206.41,33.2118,660.758
2.96039,-1206.93,32.8631,660.549
2.9604,-1207.48,33.299,660.435
2.96041,-1208.06,33.4298,660.505
2.96042,-1208.5,33.0113,660.392
2.96043,-1209.27,32.8631,660.322
2.96044,-1210.01,33.2554,660.339
2.96045,-1210.56,33.1334,660.383
2.96046,-1211.15,32.9241,660.409
2.96047,-1211.72,33.1421,660.374
2.96048,-1212.51,33.3252,660.226
2.96049,-1213.09,33.1508,659.999
2.9605,-1213.66,33.1334,659.93
2.96051,-1214.23,33.4734,659.982
2.96052,-1214.71,33.5781,659.991
2.96053,-1215.42,33.4124,659.799
2.96054,-1215.95,33.5693,659.703
2.96055,-1216.42,33.7612,659.799
2.96056,-1217.27,33.7873,659.781
2.96057,-1217.91,33.9966,659.398
2.96058,-1218.43,34.0402,659.511
2.96059,-1219.07,33.7699,659.45
2.9606,-1219.48,33.7088,658.944
2.96061,-1220.06,33.6565,658.787
2.96062,-1220.75,33.3862,658.508
2.96063,-1221.33,34.014,658.247
2.96064,-1221.93,33.6827,657.933
2.96065,-1222.58,33.6565,657.837
2.96066,-1223.18,34.2233,657.828
2.96067,-1223.41,33.9181,657.488
2.96068,-1224.17,34.2233,657.227
2.96069,-1225.12,34.0315,657.122
2.9607,-1225.64,33.4473,656.738
2.96071,-1226.41,33.2293,656.607
2.96072,-1226.87,33.7001,656.407
2.96073,-1227.38,34.0925,656.163
2.96074,-1228.22,34.1623,656.076
2.96075,-1228.84,34.2756,655.622
2.96076,-1229.4,34.3192,655.535
2.96077,-1229.88,34.5633,655.186
2.96078,-1230.51,34.3715,654.933
2.96079,-1231.05,34.0838,654.855
2.9608,-1231.72,34.1797,654.419
2.96081,-1232.29,33.7786,654.271
2.96082,-1232.58,33.7699,653.966
2.96083,-1233.21,34.232,653.643
2.96084,-1233.86,34.2756,653.285
2.96085,-1234.43,34.3977,653.033
2.96086,-1235.02,34.7464,652.64
2.96087,-1235.67,34.7028,652.239
2.96088,-1236.21,34.5197,652.117
2.96089,-1236.66,34.7028,651.576
2.9609,-1237.3,34.9906,651.167
2.96091,-1237.77,35.2958,650.652
2.96092,-1238.19,35.2783,650.138
2.96093,-1238.56,35.1911,649.806
2.96094,-1239.14,34.9819,649.336
2.96095,-1239.6,35.2958,648.952
2.96096,-1239.82,35.3917,648.429
2.96097,-1240.38,35.2696,647.879
2.96098,-1240.73,35.8102,647.539
2.96099,-1241.11,35.5748,646.973
2.961,-1241.28,35.1563,646.31
2.96101,-1241.55,35.6445,645.944
2.96102,-1241.95,35.9061,645.386
2.96103,-1242.14,35.6794,644.897
2.96104,-1242.65,36.0456,644.531
2.96105,-1242.93,35.6968,643.694
2.96106,-1243.31,35.4353,643.093
2.96107,-1243.55,36.0543,642.822
2.96108,-1243.58,36.002,642.133
2.96109,-1243.84,35.9846,641.558
2.9611,-1244.03,36.1503,640.895
2.96111,-1244.08,36.1851,640.006
2.96112,-1244.28,36.4554,639.535
2.96113,-1244.52,36.377,639.117
2.96114,-1244.46,36.1241,638.341
2.96115,-1244.59,36.438,637.582
2.96116,-1244.72,36.2549,636.85
2.96117,-1244.62,35.9061,636.091
2.96118,-1244.66,36.0979,635.568
2.96119,-1244.6,36.1503,634.966
2.9612,-1244.47,36.3421,634.399
2.96121,-1244.47,36.8216,633.589
2.96122,-1244.25,36.7344,632.874
2.96123,-1243.98,36.5165,632.394
2.96124,-1243.68,36.5862,631.531
2.96125,-1243.3,36.1851,630.755
2.96126,-1242.95,36.5252,630.127
2.96127,-1242.2,36.5775,629.246
2.96128,-1241.56,36.281,628.383
2.96129,-1240.94,36.5775,627.843
2.9613,-1239.92,36.002,627.119
2.96131,-1239.12,36.2374,626.081
2.96132,-1238.22,36.281,625.192
2.96133,-1237.19,36.3595,624.355
2.96134,-1236.15,36.6298,623.343
2.96135,-1234.74,36.4816,622.445
2.96136,-1233.36,36.9263,621.416
2.96137,-1231.72,36.6211,620.37
2.96138,-1230.28,36.438,619.289
2.96139,-1228.68,36.2898,618.059
2.9614,-1226.62,36.5252,617.057
2.96141,-1224.68,36.7519,615.827
2.96142,-1222.39,36.3682,614.267
2.96143,-1220.08,36.3159,612.898
2.96144,-1217.49,36.1328,611.572
2.96145,-1214.52,36.4293,610.055
2.96146,-1211.38,36.8304,608.25
2.96147,-1207.67,36.0195,606.262
2.96148,-1203.95,36.0107,604.274
2.96149,-1199.82,36.6473,601.946
2.9615,-1194.97,36.6385,599.522
2.96151,-1190.1,37.2663,597.116
2.96152,-1184.86,36.9088,594.552
2.96153,-1179.07,36.8565,591.622
2.96154,-1172.97,37.2227,588.684
2.96155,-1166.24,36.7606,585.693
2.96156,-1159.32,36.8827,582.345
2.96157,-1152.1,37.3012,578.997
2.96158,-1144.44,37.153,575.614
2.96159,-1136.52,36.874,572.309
2.9616,-1128.28,36.6821,569.013
2.96161,-1120.23,36.0107,565.595
2.96162,-1111.88,35.7404,562.387
2.96163,-1103.65,35.505,559.448
2.96164,-1095.49,35.0255,556.702
2.96165,-1087.12,34.3802,554.252
2.96166,-1078.84,33.892,551.854
2.96167,-1070.58,33.3688,549.543
2.96168,-1062.35,33.0462,547.459
2.96169,-1054.25,32.7497,545.55
2.9617,-1046.32,32.0958,543.719
2.96171,-1038.21,31.9214,541.94
2.96172,-1030.54,31.808,540.344
2.96173,-1023.13,31.7732,538.923
2.96174,-1016,31.5813,537.441
2.96175,-1009.43,31.2936,536.081
2.96176,-1002.83,31.1715,535.252
2.96177,-996.634,31.5552,534.555
2.96178,-990.914,31.2674,533.726
2.96179,-984.985,31.0407,533.107
2.9618,-979.004,31.5029,532.663
2.96181,-973.302,30.9797,532.244
2.96182,-967.599,31.5203,532.043
2.96183,-961.809,31.9039,532.122
2.96184,-956.133,31.9214,531.939
2.96185,-950.492,32.5405,531.73
2.96186,-945.034,32.1306,531.939
2.96187,-939.863,31.9301,531.86
2.96188,-934.998,32.1481,531.808
2.96189,-930.35,32.3835,532.078
2.9619,-925.825,32.4533,532.349
2.96191,-921.474,32.6015,532.959
2.96192,-917.385,32.3138,533.308
2.96193,-913.513,31.7296,533.622
2.96194,-909.363,31.6772,534.084
2.96195,-904.951,31.3372,534.154
2.96196,-900.565,30.692,534.232
2.96197,-896.118,30.5263,534.136
2.96198,-891.427,30.038,533.892
2.96199,-886.527,29.3841,533.517
2.962,-881.914,28.9307,532.706
2.96201,-877.154,28.4075,532.052
2.96202,-872.576,27.7448,531.529
2.96203,-868.565,27.1694,530.64
2.96204,-863.9,27.2304,530.047
2.96205,-859.471,26.498,529.096
2.96206,-855.059,26.1928,528.163
2.96207,-850.028,25.7132,527.597
2.96208,-845.381,25.1639,526.829
2.96209,-840.498,24.9634,526.184
2.9621,-835.667,24.2484,525.504
2.96211,-830.976,24.1612,524.929
2.96212,-826.582,23.3765,524.37
2.96213,-822.353,22.8446,524.126
2.96214,-818.255,22.6004,524.048
2.96215,-814.758,21.807,524.336
2.96216,-811.48,21.1007,524.885
2.96217,-808.533,20.5863,525.504
2.96218,-806.083,20.3247,526.385
2.96219,-804.156,20.1765,527.344
2.9622,-802.211,20.255,528.73
2.96221,-800.607,20.0195,530.23
2.96222,-799.203,19.8364,531.747
2.96223,-797.66,19.4964,533.439
2.96224,-796.273,18.7552,534.964
2.96225,-795.035,17.9967,536.377
2.96226,-793.989,17.5345,538.164
2.96227,-793.161,17.6479,540.022
2.96228,-792.716,17.5171,541.643
2.96229,-792.463,17.2381,543.413
2.9623,-792.28,17.116,545.279
2.96231,-792.106,16.7672,547.346
2.96232,-792.219,16.5754,549.578
2.96233,-792.289,16.6016,551.775
2.96234,-792.393,16.3574,554.147
2.96235,-792.882,16.7498,556.475
2.96236,-793.152,17.3253,558.681
2.96237,-793.108,16.4446,560.66
2.96238,-793.134,16.1656,562.369
2.96239,-793.335,16.1656,564.192
2.9624,-793.126,15.0844,565.979
2.96241,-793.152,15.1629,567.705
2.96242,-793.448,15.0321,569.275
2.96243,-793.78,14.1514,570.583
2.96244,-794.442,14.073,571.952
2.96245,-795.122,13.637,573.356
2.96246,-796.526,12.8871,574.908
2.96247,-798.131,12.5471,576.25
2.96248,-799.578,12.582,577.497
2.96249,-801.418,12.0762,578.936
2.9625,-803.432,11.6664,580.348
2.96251,-805.647,11.5531,581.691
2.96252,-807.957,10.5329,583.086
2.96253,-810.32,10.1231,584.603
2.96254,-812.666,10.0534,586.234
2.96255,-815.229,8.95473,588.048
2.96256,-818.22,8.10024,590.009
2.96257,-821.158,7.51604,592.024
2.96258,-824.306,7.22831,594.064
2.96259,-828.003,7.19343,596.305
2.9626,-831.874,6.60924,598.877
2.96261,-835.676,6.42613,601.397
2.96262,-839.425,6.18199,603.821
2.96263,-843.201,5.88553,606.332
2.96264,-846.967,5.60652,608.433
2.96265,-850.534,5.43213,610.709
2.96266,-854.1,5.37981,613.089
2.96267,-857.544,5.20543,614.833
2.96268,-860.814,5.07464,616.577
2.96269,-863.935,5.04848,618.583
2.9627,-866.943,5.30134,620.353
2.96271,-869.864,5.31878,621.974
2.96272,-872.724,5.43213,623.805
2.96273,-875.68,5.04848,625.732
2.96274,-878.531,4.98744,627.677
2.96275,-881.557,5.02232,629.525
2.96276,-884.338,4.55148,631.444
2.96277,-887.068,4.15039,633.397
2.96278,-889.509,3.91497,635.228
2.96279,-891.793,3.35693,637.033
2.9628,-894.078,2.3019,638.986
2.96281,-895.883,2.11879,640.826
2.96282,-898.507,2.05776,642.447
2.96283,-900.731,1.62179,644.305
2.96284,-902.876,1.00272,646.17
2.96285,-905.683,0.37493,648.019
2.96286,-908.29,-0.592913,650.085
2.96287,-911.534,-1.01144,651.934
2.96288,-914.446,-0.976563,653.878
2.96289,-917.428,-1.63051,655.84
2.9629,-921.23,-1.81362,657.68
2.96291,-924.473,-2.13623,659.781
2.96292,-927.621,-2.67683,661.673
2.96293,-930.821,-2.92969,663.696
2.96294,-933.524,-2.86865,665.588
2.96295,-936.149,-2.63323,667.341
2.96296,-938.895,-2.73786,669.067
2.96297,-941.485,-2.49372,670.646
2.96298,-943.987,-2.22342,672.154
2.96299,-946.42,-2.50244,673.645
2.963,-949.14,-2.45013,675.249
2.96301,-951.922,-1.90953,676.81
2.96302,-954.293,-1.5346,678.275
2.96303,-957.023,-1.42125,679.609
2.96304,-959.769,-1.5346,681.074
2.96305,-962.202,-1.42125,682.6
2.96306,-964.669,-1.28174,684.134
2.96307,-967.032,-1.72642,685.468
2.96308,-969.378,-1.92697,686.768
2.96309,-971.409,-1.60435,688.18
2.9631,-973.197,-1.77002,689.532
2.96311,-975.159,-2.31934,690.857
2.96312,-977.051,-2.69427,692.06
2.96313,-979.048,-3.32206,693.133
2.96314,-980.966,-4.34222,694.292
2.96315,-982.666,-4.94385,695.443
2.96316,-984.619,-4.58636,696.49
2.96317,-986.485,-4.95257,697.684
2.96318,-988.491,-5.20543,698.774
2.96319,-990.522,-5.35366,699.873
2.9632,-992.074,-5.71987,700.736
2.96321,-993.748,-5.98145,701.529
2.96322,-995.361,-6.5046,702.445
2.96323,-996.791,-6.24302,703.369
2.96324,-998.247,-6.3215,704.18
2.96325,-999.381,-6.5482,704.825
2.96326,-1000.66,-6.56564,705.784
2.96327,-1001.74,-6.60924,706.674
2.96328,-1002.91,-6.26046,707.572
2.96329,-1004.35,-5.93785,708.479
2.9633,-1005.21,-5.80706,709.403
2.96331,-1006.07,-5.61523,710.44
2.96332,-1006.91,-4.91769,711.452
2.96333,-1007.47,-4.60379,712.533
2.96334,-1007.9,-4.92641,713.423
2.96335,-1008.41,-4.35093,714.068
2.96336,-1008.88,-4.81306,714.582
2.96337,-1008.98,-5.19671,715.323
2.96338,-1009.13,-4.65611,716.064
2.96339,-1009.23,-5.26646,716.352
2.9634,-1009.2,-5.04848,716.919
2.96341,-1009.36,-4.91769,717.625
2.96342,-1009.74,-5.51932,717.965
2.96343,-1010.07,-5.67627,718.436
2.96344,-1010.29,-6.12967,718.924
2.96345,-1010.67,-6.23431,719.291
2.96346,-1011.07,-5.97273,719.901
2.96347,-1011.2,-6.15583,720.258
2.96348,-1011.13,-6.47845,720.537
2.96349,-1011.27,-7.01032,720.825
2.9635,-1011.5,-7.50732,721
2.96351,-1011.38,-7.73403,721.366
2.96352,-1011.28,-8.06536,721.662
2.96353,-1011.22,-8.16999,721.81
2.96354,-1011.18,-8.33566,721.758
2.96355,-1011.28,-8.63212,722.055
2.96356,-1011.18,-8.45773,722.29
2.96357,-1011.01,-8.97217,722.22
2.96358,-1011.11,-8.79778,722.482
2.96359,-1010.87,-8.18743,722.526
2.9636,-1010.61,-8.24847,722.534
2.96361,-1010.64,-7.88225,722.325
2.96362,-1010.05,-7.68171,722.177
2.96363,-1009.5,-7.03648,722.09
2.96364,-1009.01,-7.15855,721.636
2.96365,-1008.46,-7.25446,721.322
2.96366,-1007.97,-6.35638,720.729
2.96367,-1007.01,-6.08608,719.979
2.96368,-1005.91,-5.90297,719.448
2.96369,-1004.95,-5.31006,718.672
2.9637,-1004.25,-5.34494,717.939
2.96371,-1003.54,-5.13567,717.128
2.96372,-1002.43,-4.54276,716.152
2.96373,-1001.36,-5.06592,715.341
2.96374,-1000.59,-4.87409,714.347
2.96375,-999.66,-5.21415,713.335
2.96376,-998.588,-5.30134,712.211
2.96377,-997.48,-4.88281,711.103
2.96378,-996.39,-5.72859,710.066
2.96379,-995.414,-5.78962,708.845
2.9638,-994.254,-5.85066,707.65
2.96381,-992.972,-5.78962,706.508
2.96382,-991.882,-6.19943,705.488
2.96383,-990.697,-6.41741,704.232
2.96384,-989.415,-5.87681,703.116
2.96385,-988.246,-6.12967,702.035
2.96386,-987.122,-6.30406,700.675
2.96387,-985.796,-6.49588,699.602
2.96388,-984.506,-6.35638,698.286
2.96389,-983.242,-6.13839,697.065
2.9639,-981.82,-6.37381,695.801
2.96391,-980.486,-6.07736,694.493
2.96392,-979.074,-5.71987,693.56
2.96393,-977.914,-5.62395,692.269
2.96394,-976.842,-5.41469,691.101
2.96395,-975.438,-5.0572,689.985
2.96396,-974.409,-4.3335,688.799
2.96397,-973.485,-3.94985,687.709
2.96398,-972.473,-3.40925,686.489
2.96399,-971.723,-2.68555,685.216
2.964,-971.122,-2.45013,684.187
2.96401,-970.808,-1.7177,683.036
2.96402,-970.276,-1.13351,681.832
2.96403,-969.814,-0.741141,680.926
2.96404,-969.718,-0.113351,679.688
2.96405,-969.02,-0.113351,678.345
2.96406,-968.951,0.331334,677.046
2.96407,-969.352,1.15095,675.86
2.96408,-969.195,1.50844,674.796
2.96409,-969.256,1.55204,673.662
2.9641,-969.474,1.40381,672.503
2.96411,-969.936,1.58691,671.282
2.96412,-970.546,1.25558,670.297
2.96413,-971.27,1.38637,669.094
2.96414,-972.142,1.69155,668.039
2.96415,-973.066,1.39509,667.28
2.96416,-974.191,1.57819,666.487
2.96417,-975.446,1.79618,665.859
2.96418,-976.719,1.93569,664.804
2.96419,-978.21,2.2147,663.958
2.9642,-979.989,2.24958,663.217
2.96421,-981.541,2.60707,662.554
2.96422,-983.041,2.96456,662.048
2.96423,-984.828,2.82506,661.473
2.96424,-986.729,3.31334,661.133
2.96425,-988.778,3.75802,660.897
2.96426,-991.237,4.00216,660.653
2.96427,-993.495,4.27246,660.156
2.96428,-995.789,4.60379,660.148
2.96429,-998.439,4.97872,660.034
2.9643,-1001.02,6.0512,659.642
2.96431,-1003.85,6.83594,659.694
2.96432,-1006.59,6.93185,659.546
2.96433,-1009.22,7.68171,659.319
2.96434,-1012.05,7.80378,658.988
2.96435,-1014.78,7.78634,658.709
2.96436,-1017.67,8.13511,658.674
2.96437,-1020.78,8.72803,658.421
2.96438,-1023.63,9.25991,658.116
2.96439,-1026.66,9.21631,657.889
2.9644,-1029.83,9.60868,657.863
2.96441,-1033.04,9.72203,657.741
2.96442,-1036.62,9.73947,657.27
2.96443,-1040.07,9.70459,657.078
2.96444,-1043.34,9.77434,656.991
2.96445,-1046.49,10.437,656.738
2.96446,-1049.74,10.3324,656.721
2.96447,-1053,10.8643,656.651
2.96448,-1056.14,10.6288,656.294
2.96449,-1059.42,10.6114,655.84
2.9645,-1062.69,11.1607,655.343
2.96451,-1065.98,10.4893,655.16
2.96452,-1069.02,10.5678,654.994
2.96453,-1072.13,10.6812,654.506
2.96454,-1075.26,10.8555,654.21
2.96455,-1078.19,11.0386,653.765
2.96456,-1081.27,11.2043,653.198
2.96457,-1083.84,11.5444,652.693
2.96458,-1086.34,12.0762,651.882
2.96459,-1089,12.4163,651.079
2.9646,-1090.99,12.922,650.251
2.96461,-1092.66,13.6719,648.952
2.96462,-1094.13,13.8201,647.574
2.96463,-1095.62,14.6833,646.04
2.96464,-1096.85,15.1803,644.392
2.96465,-1097.65,15.5814,642.691
2.96466,-1098.45,16.4185,640.599
2.96467,-1098.82,16.6626,638.777
2.96468,-1099.03,17.4386,636.789
2.96469,-1099.35,18.0054,634.434
2.9647,-1099.3,18.5285,632.132
2.96471,-1099.14,19.2435,629.839
2.96472,-1098.76,19.5138,627.555
2.96473,-1098.56,19.7318,624.983
2.96474,-1098.74,19.8015,622.471
2.96475,-1098.5,19.8713,620.039
2.96476,-1098.19,20.1765,617.728
2.96477,-1097.93,20.6648,615.391
2.96478,-1097.55,20.7607,613.055
2.96479,-1097.42,20.656,610.971
2.9648,-1097.37,20.7432,608.93
2.96481,-1097.03,20.8217,606.96
2.96482,-1096.98,20.7694,605.338
2.96483,-1097.34,20.9176,603.734
2.96484,-1097.51,20.8653,601.833
2.96485,-1097.63,20.7955,600.551
2.96486,-1097.74,20.9525,599.13
2.96487,-1098.02,21.0571,597.473
2.96488,-1098.34,21.0484,596.444
2.96489,-1098.55,21.31,595.128
2.9649,-1098.82,21.3972,593.933
2.96491,-1099,21.3187,592.896
2.96492,-1099.27,22.1383,591.649
2.96493,-1099.21,22.3127,590.541
2.96494,-1098.99,22.7661,589.329
2.96495,-1099.01,23.3067,588.344
2.96496,-1098.63,23.1759,587.341
2.96497,-1098.02,24.0043,586.321
2.96498,-1097.55,24.4664,585.632
2.96499,-1097.07,24.6844,584.551
2.965,-1096.23,25.5389,583.383
2.96501,-1095.19,25.7132,582.485
2.96502,-1093.95,25.9923,581.247
2.96503,-1092.38,26.5154,579.886
2.96504,-1090.56,26.3498,578.892
2.96505,-1088.49,26.9078,577.689
2.96506,-1086.23,27.0299,576.163
2.96507,-1083.35,26.6113,574.428
2.96508,-1080.3,26.9427,572.675
2.96509,-1077.06,27.3525,570.836
2.9651,-1073.26,27.3525,568.787
2.96511,-1069.21,26.8555,566.729
2.96512,-1064.7,26.8991,564.27
2.96513,-1059.81,26.5677,561.864
2.96514,-1054.8,26.6985,559.405
2.96515,-1049.26,27.1955,556.684
2.96516,-1043.43,26.8729,553.938
2.96517,-1037.45,27.1955,551.383
2.96518,-1030.96,26.8468,548.898
2.96519,-1024.23,26.5939,546.125
2.9652,-1017.31,26.7683,543.623
2.96521,-1010.26,26.4457,541.164
2.96522,-1003.12,26.716,538.574
2.96523,-995.937,26.4108,536.211
2.96524,-988.892,26.3062,534.162
2.96525,-981.855,26.1841,532.261
2.96526,-975.246,26.0097,530.396
2.96527,-968.672,26.1928,528.547
2.96528,-961.984,26.2277,527.039
2.96529,-955.549,26.1143,525.635
2.9653,-948.905,25.4429,524.022
2.96531,-942.339,26.219,522.897
2.96532,-936.07,26.4369,521.763
2.96533,-929.443,26.0184,520.578
2.96534,-923.183,26.28,519.714
2.96535,-917.411,25.9835,518.834
2.96536,-911.7,26.0184,518.345
2.96537,-906.52,25.9923,517.936
2.96538,-901.489,25.9835,517.526
2.96539,-896.676,25.8092,517.648
2.9654,-891.942,25.7394,518.023
2.96541,-887.626,25.7045,518.598
2.96542,-883.214,25.7568,519.139
2.96543,-878.566,26.4631,519.584
2.96544,-874.05,26.2277,520.15
2.96545,-868.923,26.2277,520.403
2.96546,-863.77,26.3498,520.307
2.96547,-858.172,26.219,520.429
2.96548,-852.775,27.1345,520.421
2.96549,-847.456,27.2478,520.054
2.9655,-842.242,27.2304,519.688
2.96551,-837.472,27.6576,519.331
2.96552,-832.764,27.8059,519.366
2.96553,-828.5,28.3465,519.653
2.96554,-824.227,28.2767,520.115
2.96555,-820.286,28.4773,520.935
2.96556,-816.38,28.5645,521.667
2.96557,-812.282,28.5732,522.827
2.96558,-808.105,29.0004,524.17
2.96559,-803.615,28.1982,525.469
2.9656,-798.959,27.8233,527.047
2.96561,-794.486,27.0735,528.408
2.96562,-790.126,25.5825,530.012
2.96563,-785.993,25.0942,531.738
2.96564,-782.802,24.5361,533.439
2.96565,-780.256,23.9432,535.575
2.96566,-778.564,23.5683,537.659
2.96567,-777.588,22.7748,539.734
2.96568,-776.777,21.8244,542.193
2.96569,-776.106,21.6675,544.843
2.9657,-775.399,21.807,547.189
2.96571,-774.641,21.2838,549.203
2.96572,-773.612,21.0397,551.139
2.96573,-772.269,21.4495,552.795
2.96574,-770.621,21.65,554.025
2.96575,-769.13,21.5367,555.359
2.96576,-767.77,21.371,556.719
2.96577,-766.628,21.4495,557.957
2.96578,-765.669,21.1879,559.553
2.96579,-764.614,21.31,561.314
2.9658,-764.213,21.3361,563.581
2.96581,-764.09,21.0048,565.883
2.96582,-763.916,21.6413,568.115
2.96583,-764.003,22.2342,570.74
2.96584,-763.89,22.5917,573.077
2.96585,-763.716,22.6876,575.317
2.96586,-763.698,23.0364,577.41
2.96587,-763.768,22.9318,579.32
2.96588,-764.143,22.1034,581.395
2.96589,-764.901,21.153,583.008
2.9659,-766.078,20.1416,584.76
2.96591,-767.744,19.6184,586.452
2.96592,-769.897,18.7465,587.873
2.96593,-772.409,18.2234,589.73
2.96594,-775.286,18.3105,591.535
2.96595,-778.399,17.9792,593.366
2.96596,-781.581,17.5084,595.433
2.96597,-785.121,16.8893,597.473
2.96598,-788.714,16.4185,599.287
2.96599,-792.219,16.2266,601.249
2.966,-796.177,15.3547,603.237
2.96601,-800.031,14.7444,605.068
2.96602,-803.781,14.5089,607.038
2.96603,-807.67,13.7242,609.096
2.96604,-811.471,13.0702,611.067
2.96605,-815.534,12.5122,613.238
2.96606,-819.406,12.0326,615.548
2.96607,-823.155,12.2593,618.007
2.96608,-827.087,12.2158,620.693
2.96609,-831.011,11.9803,623.518
2.9661,-834.787,12.1547,626.29
2.96611,-838.388,11.9367,628.898
2.96612,-841.98,11.7362,631.88
2.96613,-845.729,12.0414,634.757
2.96614,-849.182,12.1722,637.451
2.96615,-852.347,12.0414,640.093
2.96616,-855.687,11.5269,642.569
2.96617,-858.904,11.3525,644.915
2.96618,-861.912,11.2392,647.287
2.96619,-864.851,10.934,649.571
2.9662,-867.964,11.2479,651.995
2.96621,-871.408,10.9253,654.637
2.96622,-875.087,10.2975,657.174
2.96623,-878.993,10.0534,659.764
2.96624,-883.24,9.79178,662.467
2.96625,-887.556,9.1204,665.37
2.96626,-891.828,8.09152,668.283
2.96627,-896.005,7.51604,671.448
2.96628,-899.972,7.07136,674.351
2.96629,-903.957,6.12967,677.237
